,role,Sector,states,min salary,max salary,mean salary
2583,DS,Information Technology, TX,49,78,63.5
2584,DS,Health Care, TX,49,78,63.5
2585,DS,Health Care, TX,49,78,63.5
2586,DS,Aerospace & Defense, TX,48,98,73.0
2588,DS,Finance, TX,48,98,73.0
2589,DS,Finance, TX,48,98,73.0
2590,DS,Business Services, TX,48,98,73.0
2591,DS,Information Technology, TX,48,98,73.0
2592,DS,Information Technology, TX,48,98,73.0
2595,DS,Telecommunications, TX,48,98,73.0
2596,DS,Finance, TX,48,98,73.0
2597,DS,Business Services, TX,48,98,73.0
2598,DS,Government, TX,48,98,73.0
2599,DS,Accounting & Legal, TX,48,98,73.0
2600,DS,Information Technology, TX,48,98,73.0
2601,DS,Business Services, TX,48,98,73.0
2602,DS,Accounting & Legal, TX,48,98,73.0
2603,DS,Business Services, TX,48,98,73.0
2604,DS,Business Services, TX,48,98,73.0
2605,DS,Information Technology, TX,48,98,73.0
2607,DS,Manufacturing, TX,48,98,73.0
2608,DS,Information Technology, TX,48,98,73.0
2609,DS,Information Technology, TX,48,98,73.0
2610,DS,Finance, TX,48,98,73.0
2611,DS,Information Technology, TX,48,98,73.0
2612,DS,Insurance, TX,48,98,73.0
2613,DS,Insurance, TX,48,98,73.0
2614,DS,Information Technology, TX,48,98,73.0
2615,DS,Business Services, TX,48,98,73.0
2616,DS,Insurance, TX,85,159,122.0
2617,DS,Media, TX,85,159,122.0
2618,DS,Finance, TX,85,159,122.0
2619,DS,Information Technology, TX,85,159,122.0
2620,DS,Retail, TX,85,159,122.0
2621,DS,Information Technology, TX,85,159,122.0
2622,DS,Telecommunications, TX,85,159,122.0
2623,DS,Consumer Services, TX,85,159,122.0
2624,DS,Information Technology, TX,85,159,122.0
2625,DS,Information Technology, TX,85,159,122.0
2626,DS,Information Technology, TX,85,159,122.0
2627,DS,Business Services, TX,85,159,122.0
2629,DS,Business Services, TX,85,159,122.0
2630,DS,Business Services, TX,85,159,122.0
2631,DS,Information Technology, TX,85,159,122.0
2632,DS,Finance, TX,85,159,122.0
2633,DS,Information Technology, TX,85,159,122.0
2634,DS,Information Technology, TX,85,159,122.0
2635,DS,Business Services, TX,85,159,122.0
2636,DS,Information Technology, TX,85,159,122.0
2637,DS,Government, TX,85,159,122.0
2638,DS,Information Technology, TX,85,159,122.0
2639,DS,Information Technology, TX,85,159,122.0
2640,DS,Information Technology, TX,85,159,122.0
2641,DS,Finance, TX,85,159,122.0
2643,DS,Information Technology, TX,85,159,122.0
2644,DS,Insurance, TX,85,159,122.0
2645,DS,Telecommunications, TX,85,159,122.0
2646,DS,Health Care, TX,51,79,65.0
2648,DS,Real Estate, TX,51,79,65.0
2649,DS,Business Services, TX,51,79,65.0
2650,DS,Business Services, TX,51,79,65.0
2651,DS,Business Services, TX,51,79,65.0
2652,DS,Information Technology, TX,51,79,65.0
2653,DS,Business Services, TX,51,79,65.0
2654,DS,Information Technology, TX,51,79,65.0
2658,DS,Biotech & Pharmaceuticals, TX,51,79,65.0
2659,DS,Information Technology, TX,51,79,65.0
2660,DS,Business Services, TX,51,79,65.0
2661,DS,Information Technology, TX,51,79,65.0
2662,DS,Information Technology, TX,51,79,65.0
2663,DS,Business Services, TX,51,79,65.0
2665,DS,Business Services, TX,51,79,65.0
2666,DS,Information Technology, TX,51,79,65.0
2668,DS,Accounting & Legal, TX,51,79,65.0
2671,DS,Finance, TX,51,79,65.0
2672,DS,Information Technology, TX,51,79,65.0
2673,DS,Information Technology, TX,51,79,65.0
2675,DS,Information Technology, TX,51,79,65.0
2678,DS,Information Technology, TX,49,92,70.5
2681,DS,Information Technology, TX,49,92,70.5
2682,DS,Business Services, TX,49,92,70.5
2684,DS,Information Technology, TX,49,92,70.5
2685,DS,Information Technology, TX,49,92,70.5
2686,DS,Information Technology, TX,49,92,70.5
2687,DS,Accounting & Legal, TX,49,92,70.5
2688,DS,Finance, TX,49,92,70.5
2689,DS,Finance, TX,49,92,70.5
2690,DS,Finance, TX,49,92,70.5
2692,DS,Manufacturing, TX,49,92,70.5
2693,DS,Information Technology, TX,49,92,70.5
2694,DS,Media, TX,49,92,70.5
2695,DS,Business Services, TX,49,92,70.5
2696,DS,Information Technology, TX,49,92,70.5
2697,DS,Information Technology, TX,49,92,70.5
2698,DS,Information Technology, TX,49,92,70.5
2699,DS,Health Care, TX,49,92,70.5
2700,DS,Information Technology, TX,49,92,70.5
2701,DS,Finance, TX,49,92,70.5
2702,DS,Business Services, TX,49,92,70.5
2703,DS,Business Services, TX,49,92,70.5
2704,DS,Business Services, TX,49,92,70.5
2706,DS,Business Services, TX,85,147,116.0
2707,DS,Information Technology, TX,85,147,116.0
2708,DS,"Oil, Gas, Energy & Utilities", TX,85,147,116.0
2709,DS,"Construction, Repair & Maintenance", TX,85,147,116.0
2711,DS,Finance, TX,85,147,116.0
2712,DS,Finance, TX,85,147,116.0
2713,DS,Finance, TX,85,147,116.0
2714,DS,Finance, TX,85,147,116.0
2715,DS,Finance, TX,85,147,116.0
2716,DS,Consumer Services, TX,45,78,61.5
2717,DS,Business Services, TX,45,78,61.5
2718,DS,Biotech & Pharmaceuticals, TX,45,78,61.5
2719,DS,Business Services, TX,45,78,61.5
2721,DS,Information Technology, TX,45,78,61.5
2723,DS,Information Technology, TX,45,78,61.5
2725,DS,Information Technology, TX,45,78,61.5
2726,DS,Business Services, TX,45,78,61.5
2728,DS,Information Technology, TX,45,78,61.5
2729,DS,Information Technology, TX,45,78,61.5
2730,DS,Education, TX,45,78,61.5
2732,DS,Information Technology, TX,45,78,61.5
2733,DS,Information Technology, TX,45,78,61.5
2734,DS,Business Services, TX,45,78,61.5
2737,DS,Business Services, TX,48,89,68.5
2738,DS,Finance, TX,48,89,68.5
2739,DS,Business Services, TX,48,89,68.5
2740,DS,Business Services, TX,48,89,68.5
2741,DS,Information Technology, TX,48,89,68.5
2742,DS,Accounting & Legal, TX,48,89,68.5
2743,DS,Business Services, TX,48,89,68.5
2744,DS,Information Technology, TX,48,89,68.5
2747,DS,Information Technology, TX,48,89,68.5
2748,DS,Manufacturing, TX,48,89,68.5
2749,DS,Education, TX,48,89,68.5
2751,DS,Business Services, TX,48,89,68.5
2752,DS,Finance, TX,48,89,68.5
2753,DS,Business Services, TX,48,89,68.5
2754,DS,Information Technology, TX,48,89,68.5
2755,DS,Information Technology, TX,48,89,68.5
2756,DS,Business Services, TX,48,89,68.5
2757,DS,Information Technology, TX,48,89,68.5
2758,DS,Business Services, TX,48,89,68.5
2759,DS,Finance, TX,48,89,68.5
2760,DS,Business Services, TX,48,89,68.5
2761,DS,Information Technology, TX,48,89,68.5
2762,DS,Business Services, TX,48,89,68.5
2763,DS,Information Technology, TX,48,89,68.5
2764,DS,Information Technology, TX,46,91,68.5
2765,DS,Business Services, TX,46,91,68.5
2766,DS,Manufacturing, TX,46,91,68.5
2767,DS,Finance, TX,46,91,68.5
2768,DS,Business Services, TX,46,91,68.5
2770,DS,Information Technology, TX,46,91,68.5
2771,DS,Information Technology, TX,46,91,68.5
2772,DS,Aerospace & Defense, TX,46,91,68.5
2773,DS,Business Services, TX,46,91,68.5
2774,DS,Business Services, TX,46,91,68.5
2776,DS,Business Services, TX,46,91,68.5
2778,DS,Information Technology, TX,46,91,68.5
2779,DS,Finance, TX,46,91,68.5
2780,DS,Information Technology, TX,46,91,68.5
2781,DS,Information Technology, TX,46,91,68.5
2782,DS,Information Technology, TX,46,91,68.5
2783,DS,Information Technology, TX,46,91,68.5
2784,DS,Business Services, TX,46,91,68.5
2785,DS,Business Services, TX,46,91,68.5
2788,DS,Finance, TX,46,91,68.5
2790,DS,Information Technology, TX,46,91,68.5
2791,DS,Business Services, TX,46,91,68.5
2792,DS,Finance, TX,46,91,68.5
2793,DS,Finance, TX,46,91,68.5
2795,DS,Information Technology, TX,73,102,87.5
2796,DS,Retail, TX,73,102,87.5
2799,DS,Information Technology, TX,73,102,87.5
2800,DS,Business Services, TX,73,102,87.5
2801,DS,Finance, TX,73,102,87.5
2802,DS,Information Technology, TX,73,102,87.5
2803,DS,Information Technology, TX,73,102,87.5
2804,DS,Information Technology, TX,73,102,87.5
2805,DS,Business Services, TX,73,102,87.5
2806,DS,Information Technology, TX,73,102,87.5
2807,DS,Information Technology, TX,73,102,87.5
2809,DS,Information Technology, TX,73,102,87.5
2810,DS,Information Technology, TX,73,102,87.5
2811,DS,Information Technology, TX,73,102,87.5
2812,DS,Finance, TX,73,102,87.5
2813,DS,Business Services, TX,73,102,87.5
2814,DS,Finance, TX,73,102,87.5
2815,DS,Business Services, TX,73,102,87.5
2816,DS,Finance, TX,73,102,87.5
2817,DS,Information Technology, TX,73,102,87.5
2819,DS,Finance, TX,73,102,87.5
2820,DS,Insurance, TX,73,102,87.5
2821,DS,Consumer Services, TX,73,102,87.5
2822,DS,Finance, TX,73,102,87.5
2823,DS,Business Services, TX,73,102,87.5
2824,DS,Business Services, TX,100,172,136.0
2825,DS,Information Technology, TX,100,172,136.0
2826,DS,Insurance, TX,100,172,136.0
2827,DS,Information Technology, TX,100,172,136.0
2828,DS,Information Technology, TX,100,172,136.0
2830,DS,Business Services, TX,100,172,136.0
2831,DS,Telecommunications, CA,93,149,121.0
2832,DS,Information Technology, CA,93,149,121.0
2833,DS,Finance, CA,93,149,121.0
2834,DS,Information Technology, CA,93,149,121.0
2835,DS,Information Technology, CA,93,149,121.0
2836,DS,Telecommunications, CA,93,149,121.0
2837,DS,Finance, CA,93,149,121.0
2838,DS,Information Technology, CA,93,149,121.0
2839,DS,Aerospace & Defense, CA,93,149,121.0
2840,DS,Biotech & Pharmaceuticals, CA,93,149,121.0
2841,DS,Information Technology, CA,93,149,121.0
2842,DS,Aerospace & Defense, CA,93,149,121.0
2843,DS,Business Services, CA,93,149,121.0
2844,DS,Information Technology, CA,93,149,121.0
2845,DS,Information Technology, CA,93,149,121.0
2846,DS,Biotech & Pharmaceuticals, CA,93,149,121.0
2847,DS,Biotech & Pharmaceuticals, CA,93,149,121.0
2848,DS,Information Technology, CA,93,149,121.0
2849,DS,Information Technology, CA,93,149,121.0
2850,DS,Information Technology, CA,93,149,121.0
2851,DS,Information Technology, CA,93,149,121.0
2853,DS,Information Technology, CA,93,149,121.0
2854,DS,Information Technology, CA,93,149,121.0
2855,DS,Information Technology, CA,93,149,121.0
2856,DS,Information Technology, CA,93,149,121.0
2857,DS,Manufacturing, CA,93,149,121.0
2858,DS,Information Technology, CA,93,149,121.0
2859,DS,Insurance, CA,93,149,121.0
2860,DS,Information Technology, CA,93,149,121.0
2862,DS,Manufacturing, CA,148,174,161.0
2863,DS,Business Services, CA,148,174,161.0
2864,DS,Business Services, CA,148,174,161.0
2865,DS,Information Technology, CA,148,174,161.0
2867,DS,Information Technology, CA,148,174,161.0
2868,DS,Information Technology, CA,148,174,161.0
2869,DS,Manufacturing, CA,148,174,161.0
2870,DS,Information Technology, CA,148,174,161.0
2871,DS,Information Technology, CA,148,174,161.0
2872,DS,Information Technology, CA,148,174,161.0
2873,DS,Accounting & Legal, CA,148,174,161.0
2876,DS,Information Technology, CA,148,174,161.0
2877,DS,Information Technology, CA,148,174,161.0
2878,DS,Information Technology, CA,148,174,161.0
2879,DS,Government, CA,148,174,161.0
2880,DS,Biotech & Pharmaceuticals, CA,148,174,161.0
2883,DS,Manufacturing, CA,148,174,161.0
2884,DS,Information Technology, CA,148,174,161.0
2885,DS,Information Technology, CA,148,174,161.0
2886,DS,Information Technology, CA,148,174,161.0
2887,DS,Information Technology, CA,148,174,161.0
2888,DS,Information Technology, CA,148,174,161.0
2889,DS,Health Care, CA,148,174,161.0
2891,DS,Information Technology, CA,111,175,143.0
2892,DS,Biotech & Pharmaceuticals, CA,111,175,143.0
2893,DS,Biotech & Pharmaceuticals, CA,111,175,143.0
2894,DS,Information Technology, CA,111,175,143.0
2895,DS,Information Technology, CA,111,175,143.0
2897,DS,Business Services, CA,111,175,143.0
2898,DS,Information Technology, CA,111,175,143.0
2899,DS,Information Technology, CA,111,175,143.0
2900,DS,Information Technology, CA,111,175,143.0
2901,DS,Information Technology, CA,111,175,143.0
2902,DS,Information Technology, CA,111,175,143.0
2903,DS,Information Technology, CA,111,175,143.0
2904,DS,Business Services, CA,111,175,143.0
2905,DS,Information Technology, CA,111,175,143.0
2906,DS,Information Technology, CA,111,175,143.0
2908,DS,Accounting & Legal, CA,111,175,143.0
2909,DS,Biotech & Pharmaceuticals, CA,111,175,143.0
2910,DS,Business Services, CA,111,175,143.0
2911,DS,Information Technology, CA,111,175,143.0
2912,DS,Health Care, CA,111,175,143.0
2913,DS,Information Technology, CA,111,175,143.0
2914,DS,Education, CA,111,175,143.0
2915,DS,Business Services, CA,111,175,143.0
2916,DS,Information Technology, CA,111,175,143.0
2917,DS,Business Services, CA,111,175,143.0
2919,DS,Information Technology, CA,111,175,143.0
2920,DS,Business Services, CA,111,175,143.0
2921,DS,Information Technology, CA,111,175,143.0
2922,DS,Manufacturing, CA,111,175,143.0
2923,DS,Information Technology, CA,111,175,143.0
2924,DS,Information Technology, CA,111,175,143.0
2925,DS,Government, CA,111,175,143.0
2926,DS,Government, CA,111,175,143.0
2927,DS,Biotech & Pharmaceuticals, CA,111,175,143.0
2928,DS,Business Services, CA,111,175,143.0
2929,DS,Information Technology, CA,111,175,143.0
2930,DS,Manufacturing, CA,111,175,143.0
2931,DS,Information Technology, CA,111,175,143.0
2932,DS,Information Technology, CA,111,175,143.0
2933,DS,Business Services, CA,111,175,143.0
2934,DS,Manufacturing, CA,111,175,143.0
2935,DS,Media, CA,111,175,143.0
2936,DS,Information Technology, CA,111,175,143.0
2938,DS,Information Technology, CA,111,175,143.0
2939,DS,Information Technology, CA,111,175,143.0
2940,DS,Information Technology, CA,111,175,143.0
2941,DS,Information Technology, CA,111,175,143.0
2942,DS,Retail, CA,111,175,143.0
2943,DS,Information Technology, CA,111,175,143.0
2944,DS,Information Technology, CA,111,175,143.0
2945,DS,Education, CA,111,175,143.0
2946,DS,Information Technology, CA,111,175,143.0
2947,DS,Information Technology, CA,111,175,143.0
2948,DS,Information Technology, CA,111,175,143.0
2949,DS,Information Technology, CA,111,175,143.0
2950,DS,Business Services, CA,111,175,143.0
2952,DS,Information Technology, CA,150,237,193.5
2953,DS,Information Technology, CA,150,237,193.5
2954,DS,Information Technology, CA,150,237,193.5
2956,DS,Information Technology, CA,150,237,193.5
2957,DS,Biotech & Pharmaceuticals, CA,150,237,193.5
2958,DS,Education, CA,150,237,193.5
2959,DS,Finance, CA,150,237,193.5
2960,DS,Information Technology, CA,150,237,193.5
2961,DS,Information Technology, CA,150,237,193.5
2962,DS,Manufacturing, CA,150,237,193.5
2963,DS,Business Services, CA,150,237,193.5
2964,DS,Information Technology, CA,150,237,193.5
2966,DS,Information Technology, CA,150,237,193.5
2967,DS,Information Technology, CA,150,237,193.5
2968,DS,Biotech & Pharmaceuticals, CA,150,237,193.5
2969,DS,Information Technology, CA,150,237,193.5
2970,DS,Finance, CA,150,237,193.5
2971,DS,Information Technology, CA,150,237,193.5
2972,DS,Information Technology, CA,150,237,193.5
2973,DS,Information Technology, CA,150,237,193.5
2975,DS,Information Technology, CA,150,237,193.5
2976,DS,Information Technology, CA,150,237,193.5
2977,DS,Information Technology, CA,150,237,193.5
2978,DS,Business Services, CA,150,237,193.5
2979,DS,Manufacturing, CA,150,237,193.5
2980,DS,Information Technology, CA,200,250,225.0
2981,DS,Information Technology, CA,200,250,225.0
2982,DS,Information Technology, CA,200,250,225.0
2983,DS,Information Technology, CA,200,250,225.0
2985,DS,Information Technology, CA,200,250,225.0
2986,DS,Finance, CA,200,250,225.0
2987,DS,Information Technology, CA,200,250,225.0
2988,DS,Information Technology, CA,200,250,225.0
2989,DS,Information Technology, CA,200,250,225.0
2990,DS,Information Technology, CA,200,250,225.0
2991,DS,Information Technology, CA,200,250,225.0
2992,DS,Information Technology, CA,200,250,225.0
2993,DS,Business Services, CA,200,250,225.0
2994,DS,Information Technology, CA,200,250,225.0
2995,DS,Information Technology, CA,200,250,225.0
2996,DS,Information Technology, CA,200,250,225.0
2997,DS,Information Technology, CA,200,250,225.0
2998,DS,Information Technology, CA,200,250,225.0
2999,DS,Information Technology, CA,200,250,225.0
3000,DS,Business Services, CA,200,250,225.0
3001,DS,Information Technology, CA,200,250,225.0
3002,DS,Information Technology, CA,200,250,225.0
3003,DS,Information Technology, CA,200,250,225.0
3004,DS,Information Technology, CA,200,250,225.0
3005,DS,Business Services, CA,200,250,225.0
3006,DS,Information Technology, CA,200,250,225.0
3007,DS,Information Technology, CA,200,250,225.0
3009,DS,Biotech & Pharmaceuticals, CA,135,214,174.5
3010,DS,Information Technology, CA,135,214,174.5
3011,DS,Finance, CA,135,214,174.5
3012,DS,Finance, CA,135,214,174.5
3013,DS,Information Technology, CA,135,214,174.5
3014,DS,Aerospace & Defense, CA,135,214,174.5
3015,DS,Information Technology, CA,135,214,174.5
3016,DS,Information Technology, CA,135,214,174.5
3017,DS,Insurance, CA,135,214,174.5
3018,DS,Health Care, CA,135,214,174.5
3019,DS,Information Technology, CA,135,214,174.5
3020,DS,Business Services, CA,135,214,174.5
3021,DS,Information Technology, CA,135,214,174.5
3022,DS,Information Technology, CA,135,214,174.5
3023,DS,Information Technology, CA,135,214,174.5
3024,DS,Business Services, CA,135,214,174.5
3025,DS,Information Technology, CA,135,214,174.5
3026,DS,Information Technology, CA,135,214,174.5
3027,DS,Manufacturing, CA,135,214,174.5
3028,DS,Information Technology, CA,135,214,174.5
3029,DS,Information Technology, CA,135,214,174.5
3030,DS,Media, CA,135,214,174.5
3031,DS,Business Services, CA,135,214,174.5
3032,DS,Information Technology, CA,135,214,174.5
3033,DS,Information Technology, CA,135,214,174.5
3036,DS,Information Technology, CA,135,214,174.5
3037,DS,Information Technology, CA,135,214,174.5
3038,DS,Business Services, CA,135,214,174.5
3039,DS,Information Technology, CA,135,214,174.5
3040,DS,Biotech & Pharmaceuticals, CA,119,188,153.5
3041,DS,Information Technology, CA,119,188,153.5
3042,DS,Business Services, CA,119,188,153.5
3043,DS,Insurance, CA,119,188,153.5
3044,DS,Biotech & Pharmaceuticals, CA,119,188,153.5
3045,DS,Health Care, CA,119,188,153.5
3046,DS,Information Technology, CA,119,188,153.5
3047,DS,Information Technology, CA,119,188,153.5
3048,DS,Manufacturing, CA,119,188,153.5
3050,DS,Information Technology, CA,119,188,153.5
3051,DS,Information Technology, CA,119,188,153.5
3052,DS,Business Services, CA,119,188,153.5
3053,DS,Business Services, CA,119,188,153.5
3054,DS,Transportation & Logistics, CA,119,188,153.5
3055,DS,Information Technology, CA,119,188,153.5
3056,DS,Information Technology, CA,119,188,153.5
3057,DS,Biotech & Pharmaceuticals, CA,119,188,153.5
3058,DS,Business Services, CA,119,188,153.5
3059,DS,Information Technology, CA,119,188,153.5
3060,DS,Information Technology, CA,119,188,153.5
3061,DS,Information Technology, CA,119,188,153.5
3062,DS,Retail, CA,119,188,153.5
3063,DS,Business Services, CA,119,188,153.5
3064,DS,Information Technology, CA,119,188,153.5
3065,DS,Information Technology, CA,119,188,153.5
3066,DS,Information Technology, CA,119,188,153.5
3067,DS,Manufacturing, CA,119,188,153.5
3068,DS,Information Technology, CA,119,188,153.5
3069,DS,Information Technology, CA,119,188,153.5
3070,DS,Information Technology, CA,145,176,160.5
3071,DS,Information Technology, CA,145,176,160.5
3072,DS,Information Technology, CA,145,176,160.5
3073,DS,Information Technology, CA,145,176,160.5
3075,DS,Information Technology, CA,145,176,160.5
3076,DS,Information Technology, CA,145,176,160.5
3077,DS,Information Technology, CA,145,176,160.5
3078,DS,Information Technology, CA,145,176,160.5
3079,DS,Information Technology, CA,145,176,160.5
3080,DS,Information Technology, CA,145,176,160.5
3081,DS,Information Technology, CA,145,176,160.5
3082,DS,Information Technology, CA,145,176,160.5
3083,DS,Information Technology, CA,145,176,160.5
3084,DS,Media, CA,145,176,160.5
3085,DS,Biotech & Pharmaceuticals, CA,145,176,160.5
3086,DS,Information Technology, CA,145,176,160.5
3087,DS,Information Technology, CA,145,176,160.5
3088,DS,Business Services, CA,145,176,160.5
3089,DS,Information Technology, CA,145,176,160.5
3090,DS,Business Services, CA,145,176,160.5
3091,DS,Information Technology, CA,145,176,160.5
3092,DS,Information Technology, CA,145,176,160.5
3093,DS,Manufacturing, CA,145,176,160.5
3094,DS,Retail, CA,145,176,160.5
3095,DS,Biotech & Pharmaceuticals, CA,145,176,160.5
3096,DS,Information Technology, CA,145,176,160.5
3097,DS,Information Technology, CA,145,176,160.5
3098,DS,Information Technology, CA,145,176,160.5
3099,DS,Biotech & Pharmaceuticals, CA,150,169,159.5
3100,DS,Health Care, CA,150,169,159.5
3101,DS,Information Technology, CA,150,169,159.5
3102,DS,Accounting & Legal, CA,150,169,159.5
3103,DS,Information Technology, CA,150,169,159.5
3104,DS,Information Technology, CA,150,169,159.5
3106,DS,Information Technology, CA,150,169,159.5
3107,DS,Information Technology, CA,150,169,159.5
3108,DS,Biotech & Pharmaceuticals, CA,150,169,159.5
3109,DS,Media, CA,150,169,159.5
3110,DS,Information Technology, CA,150,169,159.5
3111,DS,Information Technology, CA,150,169,159.5
3113,DS,Information Technology, CA,150,169,159.5
3114,DS,Information Technology, CA,150,169,159.5
3115,DS,Information Technology, CA,150,169,159.5
3117,DS,Information Technology, CA,150,169,159.5
3118,DS,Business Services, CA,150,169,159.5
3120,DS,Manufacturing, CA,150,169,159.5
3121,DS,Business Services, CA,150,169,159.5
3122,DS,Information Technology, CA,150,169,159.5
3123,DS,Information Technology, CA,150,169,159.5
3124,DS,Information Technology, CA,150,169,159.5
3125,DS,Information Technology, CA,150,169,159.5
3126,DS,Information Technology, CA,150,169,159.5
3127,DS,Information Technology, CA,150,169,159.5
3128,DS,Business Services, CA,150,169,159.5
3129,DS,Accounting & Legal, CA,150,169,159.5
3130,DS,Information Technology, CA,121,192,156.5
3131,DS,Information Technology, CA,121,192,156.5
3132,DS,Business Services, CA,121,192,156.5
3133,DS,Information Technology, CA,121,192,156.5
3134,DS,Government, CA,121,192,156.5
3135,DS,Business Services, CA,121,192,156.5
3136,DS,Information Technology, CA,121,192,156.5
3137,DS,Information Technology, CA,121,192,156.5
3138,DS,Information Technology, CA,121,192,156.5
3139,DS,Information Technology, CA,121,192,156.5
3140,DS,Information Technology, CA,121,192,156.5
3143,DS,Information Technology, CA,121,192,156.5
3144,DS,Information Technology, CA,121,192,156.5
3145,DS,Information Technology, CA,121,192,156.5
3146,DS,Information Technology, CA,121,192,156.5
3147,DS,Media, CA,121,192,156.5
3149,DS,Information Technology, CA,121,192,156.5
3150,DS,Aerospace & Defense, CA,121,192,156.5
3152,DS,Business Services, CA,121,192,156.5
3153,DS,Information Technology, CA,121,192,156.5
3154,DS,Information Technology, CA,121,192,156.5
3155,DS,Business Services, CA,121,192,156.5
3157,DS,Biotech & Pharmaceuticals, CA,121,192,156.5
3158,DS,Information Technology, CA,121,192,156.5
3159,DS,Information Technology, CA,141,225,183.0
3160,DS,Information Technology, CA,141,225,183.0
3161,DS,Government, CA,141,225,183.0
3164,DS,Retail, CA,141,225,183.0
3165,DS,Information Technology, CA,141,225,183.0
3166,DS,Biotech & Pharmaceuticals, CA,141,225,183.0
3167,DS,Information Technology, CA,141,225,183.0
3168,DS,Information Technology, CA,141,225,183.0
3169,DS,Information Technology, CA,141,225,183.0
3170,DS,Information Technology, CA,141,225,183.0
3171,DS,Retail, CA,141,225,183.0
3172,DS,Education, CA,141,225,183.0
3173,DS,Information Technology, CA,141,225,183.0
3174,DS,Information Technology, CA,141,225,183.0
3175,DS,Information Technology, CA,141,225,183.0
3176,DS,Information Technology, CA,141,225,183.0
3177,DS,Manufacturing, CA,141,225,183.0
3178,DS,Information Technology, CA,141,225,183.0
3180,DS,Information Technology, CA,141,225,183.0
3181,DS,Business Services, CA,141,225,183.0
3182,DS,Consumer Services, CA,141,225,183.0
3183,DS,Business Services, CA,141,225,183.0
3184,DS,Information Technology, CA,141,225,183.0
3185,DS,Information Technology, CA,141,225,183.0
3186,DS,Information Technology, CA,141,225,183.0
3187,DS,Retail, CA,141,225,183.0
3188,DS,Insurance, CA,102,179,140.5
3189,DS,Information Technology, CA,102,179,140.5
3190,DS,Information Technology, CA,102,179,140.5
3191,DS,Business Services, CA,102,179,140.5
3192,DS,Information Technology, CA,102,179,140.5
3193,DS,Media, CA,102,179,140.5
3195,DS,Information Technology, CA,102,179,140.5
3196,DS,Information Technology, CA,102,179,140.5
3197,DS,Information Technology, CA,102,179,140.5
3198,DS,Information Technology, CA,102,179,140.5
3199,DS,Information Technology, CA,102,179,140.5
3201,DS,Health Care, CA,102,179,140.5
3202,DS,Insurance, CA,102,179,140.5
3203,DS,Information Technology, CA,102,179,140.5
3204,DS,Biotech & Pharmaceuticals, CA,102,179,140.5
3205,DS,Business Services, CA,102,179,140.5
3206,DS,Information Technology, CA,102,179,140.5
3207,DS,Information Technology, CA,102,179,140.5
3208,DS,Health Care, CA,102,179,140.5
3209,DS,Information Technology, CA,102,179,140.5
3210,DS,Media, TX,116,181,148.5
3211,DS,Information Technology, TX,116,181,148.5
3212,DS,Information Technology, TX,116,181,148.5
3213,DS,Finance, TX,116,181,148.5
3214,DS,Business Services, TX,116,181,148.5
3215,DS,Information Technology, TX,116,181,148.5
3216,DS,Information Technology, TX,116,181,148.5
3217,DS,Insurance, TX,116,181,148.5
3218,DS,Manufacturing, TX,116,181,148.5
3219,DS,Media, TX,116,181,148.5
3220,DS,Retail, TX,116,181,148.5
3221,DS,Information Technology, TX,116,181,148.5
3222,DS,Information Technology, TX,116,181,148.5
3223,DS,Information Technology, TX,116,181,148.5
3224,DS,Information Technology, TX,116,181,148.5
3225,DS,Education, TX,116,181,148.5
3226,DS,Media, TX,116,181,148.5
3227,DS,Insurance, TX,116,181,148.5
3228,DS,Information Technology, TX,116,181,148.5
3229,DS,Aerospace & Defense, TX,116,181,148.5
3230,DS,Information Technology, TX,116,181,148.5
3231,DS,Media, TX,116,181,148.5
3233,DS,Government, TX,116,181,148.5
3234,DS,Information Technology, TX,116,181,148.5
3235,DS,Information Technology, TX,116,181,148.5
3236,DS,Information Technology, TX,116,181,148.5
3237,DS,Government, TX,116,181,148.5
3238,DS,Information Technology, TX,116,181,148.5
3239,DS,Information Technology, TX,116,181,148.5
3240,DS,Information Technology, TX,112,178,145.0
3241,DS,Media, TX,112,178,145.0
3243,DS,Information Technology, TX,112,178,145.0
3244,DS,Accounting & Legal, TX,112,178,145.0
3245,DS,Information Technology, TX,112,178,145.0
3246,DS,Information Technology, TX,112,178,145.0
3247,DS,Information Technology, TX,112,178,145.0
3248,DS,Information Technology, TX,112,178,145.0
3249,DS,Information Technology, TX,112,178,145.0
3250,DS,Information Technology, TX,112,178,145.0
3251,DS,Information Technology, TX,112,178,145.0
3252,DS,Information Technology, TX,112,178,145.0
3253,DS,Accounting & Legal, TX,112,178,145.0
3254,DS,Information Technology, TX,112,178,145.0
3255,DS,Information Technology, TX,112,178,145.0
3256,DS,Information Technology, TX,112,178,145.0
3257,DS,Government, TX,112,178,145.0
3258,DS,Information Technology, TX,112,178,145.0
3259,DS,Business Services, TX,112,178,145.0
3260,DS,Information Technology, TX,112,178,145.0
3261,DS,Business Services, TX,112,178,145.0
3262,DS,Finance, TX,112,178,145.0
3263,DS,Education, TX,112,178,145.0
3264,DS,Accounting & Legal, TX,112,178,145.0
3265,DS,Accounting & Legal, TX,112,178,145.0
3266,DS,"Oil, Gas, Energy & Utilities", TX,112,178,145.0
3267,DS,Information Technology, TX,112,178,145.0
3268,DS,Business Services, TX,112,178,145.0
3269,DS,Information Technology, TX,112,178,145.0
3270,DS,Business Services, TX,93,151,122.0
3271,DS,Information Technology, TX,93,151,122.0
